Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202610,3360,COMP 2300,1,Discrete Structures in CS,Lecture,05-JAN-2026 to 16-MAR-2026,2:00PM-3:50PM,"T,R",4,ECS 301,"Stevens, Alexander L.",39,11,0,11,,,,,
202610,4285,COMP 2362,1,Systems II,Online/Distance,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"M,W",4,,"Stevenson, Daniel E.",36,35,0,35,,,,,
202610,2119,COMP 2370,1,Data Struct. & Algorithms II,Lecture,05-JAN-2026 to 16-MAR-2026,10:00AM-11:50AM,"M,W",4,ECS 300,"Albow, Mohammed M.",39,37,0,37,,,,,
202610,2797,COMP 2370,2,Data Struct. & Algorithms II,Lecture,05-JAN-2026 to 16-MAR-2026,12:00PM-1:50PM,"M,W",4,ECS 301,"Hossain, Ismail",40,12,0,12,,,,,
202610,3325,COMP 2381,1,Object-Oriented Software Dev.,Lecture/Lab,05-JAN-2026 to 16-MAR-2026,10:00AM-11:50AM,"T,R",4,ECS 301,"Taami, Tania",25,9,0,9,,,,,
202610,3618,COMP 2701,1,Topics in Computer Science,Online/Distance,05-JAN-2026 to 16-MAR-2026,,,1,,"Rutherford, Matthew J.",50,10,0,10,,,,,
202610,3029,COMP 3004,1,Foundations in Discrete/Algo,Lecture/Lab,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"M,W",4,ECS 201,"Stevens, Alexander L.",25,16,0,16,,,,,
202610,3901,COMP 3005,1,Foundation: Python Programming,Online/Distance,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,W,4,,,30,10,0,10,,,,,
202610,2580,COMP 3006,1,Python Software Development,Lecture,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,"M,W",4,ECS 200,"Hamed, Ahmed Abdeen",30,22,0,22,,,,,
202610,2573,COMP 3006,101,Python Software Development,Online/Distance,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,R,4,,"Connin, Sean L.",25,22,0,22,,,,,
202610,4984,COMP 3009,1,Applied Math for DS and AI,Lecture,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,"M,W",4,ECS 201,"Kossek, Wojciech K.",20,9,0,9,,,,,
202610,5035,COMP 3009,101,Applied Math for DS and AI,Online/Distance,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,M,4,,"Sawle, Paul L.",20,11,0,11,,,,,
202610,1330,COMP 3200,1,Discrete Structures,Lecture,05-JAN-2026 to 16-MAR-2026,12:00PM-1:50PM,"T,R",4,STURM 454,"Lopez, Mario A.",30,24,0,24,,,,,
202610,5053,COMP 3334,1,Parallel & Distrib Comp DSAI,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"M,W",4,ECS 200,"Kraft, Aaron R.",12,8,9,17,,,,,
202610,4996,COMP 3352,1,Elements of Compiler Design,Lecture,05-JAN-2026 to 16-MAR-2026,10:00AM-11:50AM,"T,R",4,ECS 400,"Anjum, Iffat",28,28,0,28,,,,,
202610,4287,COMP 3372,1,Advanced Algorithms,Lecture,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"T,R",4,ECS 200,"Lopez, Mario A.",30,5,6,11,,,,,
202610,3318,COMP 3381,1,Software Engineering I,Lecture,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"T,R",4,ECS 201,"Rutherford, Matthew J.",30,14,0,14,,,,,
202610,3824,COMP 3410,1,Web Programming I,Lecture,05-JAN-2026 to 16-MAR-2026,12:00PM-1:50PM,"M,W",4,ECS 400,"Hannum, Andrew T.",29,31,0,31,,,,,
202610,5060,COMP 3441,1,Probability and Statistics 1,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"T,R",4,CMK 301,"Durso, Catherine S.",5,5,6,11,,,,,
202610,5009,COMP 3490,1,Understanding AI,Lecture,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"T,R",4,ECS 410,"Xie, Benjamin X.",30,7,0,7,,,,,
202610,4689,COMP 3701,1,Topics in Computer Graphics,Lecture,05-JAN-2026 to 16-MAR-2026,2:00PM-3:50PM,"M,W",4,ECS 300,"Leutenegger, Scott T.",40,32,0,32,,,,,
202610,4921,COMP 3703,1,Topics-Artificial Intelligence,Lecture,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,"T,R",4,ECS 200,"Petrehn, Sydney M.",10,8,9,17,,,,,
202610,3952,COMP 3705,2,Topics in Computer Science,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"T,R",4,ECS 300,"Dewri, Rinku",15,15,10,25,,,,,
202610,4691,COMP 3705,4,Topics in Computer Science,Lecture,05-JAN-2026 to 16-MAR-2026,10:00AM-11:50AM,"M,W",4,ECS 201,"Edgington, Jeffrey M.",31,27,0,27,,,,,
202610,4692,COMP 3705,6,Topics in Computer Science,Lecture,05-JAN-2026 to 16-MAR-2026,2:00PM-3:50PM,"T,R",4,ECS 400,"Taami, Tania",30,16,0,16,,,,,
202610,4693,COMP 3705,7,Topics in Computer Science,Lecture,05-JAN-2026 to 16-MAR-2026,2:00PM-3:50PM,"M,W",4,ECS 200,"Hamed, Ahmed Abdeen",29,27,1,28,,,,,
202610,4696,COMP 3705,10,Topics in Computer Science,Lecture,05-JAN-2026 to 16-MAR-2026,12:00PM-1:50PM,"M,W",4,ECS 201,"Oleson, Alannah",15,10,0,10,,,,,
202610,4273,COMP 3820,1,Intro to Game Programming,Lecture/Lab,05-JAN-2026 to 16-MAR-2026,6:00PM-7:50PM,"M,W",4,ECS 358,"Dunagan, Ryan A.",20,10,0,10,,,,,
202610,4274,COMP 3822,1,Game Programming II,Lecture,05-JAN-2026 to 16-MAR-2026,6:00PM-7:50PM,"T,R",4,ECS 358,"Dunagan, Ryan A.",20,9,0,9,,,,,
202610,2013,COMP 3832,1,Game Capstone I,Lecture,05-JAN-2026 to 16-MAR-2026,6:00PM-8:50PM,W,4,ECS 400,"Gansciu, Serban B.",10,10,0,10,,,,,
202610,3324,COMP 4334,1,Parallel & Distrib Comp DSAI,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"M,W",4,ECS 200,"Kraft, Aaron R.",17,9,8,17,,,,,
202610,2789,COMP 4334,101,Parallel & Distrib Comp DSAI,Online/Distance,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,R,4,,"Mashinchi, Navid",25,3,0,3,,,,,
202610,5011,COMP 4372,1,Advanced Algorithms,Lecture,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"T,R",4,ECS 200,"Lopez, Mario A.",5,6,5,11,,,,,
202610,2790,COMP 4432,101,Machine Learning,Online/Distance,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,T,4,,"Sawle, Paul L.",25,12,0,12,,,,,
202610,2791,COMP 4433,101,Data Visualization,Online/Distance,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",25,10,0,10,,,,,
202610,2213,COMP 4441,1,Probability and Statistics 1,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"T,R",4,CMK 301,"Durso, Catherine S.",25,6,5,11,,,,,
202610,2578,COMP 4441,101,Probability and Statistics 1,Online/Distance,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,W,4,,,25,25,0,25,,,,,
202610,2794,COMP 4449,101,DS & AI Capstone,Online/Distance,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,W,4,,"Rasool, Rahim",25,6,0,6,,,,,
202610,5010,COMP 4490,1,Understanding AI,Lecture,05-JAN-2026 to 16-MAR-2026,4:00PM-5:50PM,"T,R",4,ECS 410,"Xie, Benjamin X.",20,0,7,7,,,,,
202610,5061,COMP 4520,1,Advanced Machine Learning,Lecture,05-JAN-2026 to 16-MAR-2026,10:00AM-11:50AM,"T,R",4,SIE 3120,"Mahoor, Mohammad H.",10,10,0,10,,,,,
202610,3334,COMP 4531,101,Deep Learning,Online/Distance,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,T,4,,"Dalton, Donald A.",25,12,0,12,,,,,
202610,2579,COMP 4581,101,Algorithms for DS & AI,Online/Distance,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,R,4,,"Kossek, Wojciech K.",25,5,0,5,,,,,
202610,4916,COMP 4703,1,Adv Topics-Artificial Intell,Lecture,05-JAN-2026 to 16-MAR-2026,7:00PM-8:50PM,"T,R",4,ECS 200,"Petrehn, Sydney M.",20,9,8,17,,,,,
202610,4289,COMP 4705,3,Advanced Topics-Programming,Lecture,05-JAN-2026 to 16-MAR-2026,5:00PM-6:50PM,"T,R",4,ECS 300,"Dewri, Rinku",25,10,15,25,,,,,
