Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202510,3954,COMP 2381,1,Object-Oriented Software Dev.,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,SIE 2110,"Anjum, Iffat",25,17,0,17,,,,,
202510,4488,COMP 2701,1,Topics in Computer Science,Online/Distance,06-JAN-2025 to 17-MAR-2025,,,1,,"Rutherford, Matthew J.",50,17,0,17,,,,,
202510,3370,COMP 2821,1,Introductory Game Design,Lecture,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,ECS 358,"Edgington, Jeffrey M.",20,26,0,26,,,,,
202510,3330,COMP 3004,1,Foundations in Discrete/Algo,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 401,"Stevens, Alexander L.",25,15,0,15,,,,,
202510,5156,COMP 3005,1,Foundation: Python Programming,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,W,4,,"Gao, Sky T.",30,14,0,14,,,,,
202510,2713,COMP 3006,1,Python Software Development,Lecture,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,"T,R",4,ECS 300,"Parada San Martin, Daniel A.",30,24,0,24,,,,,
202510,2706,COMP 3006,101,Python Software Development,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Crutchfield-Todd, Dalton J.",25,14,0,14,,,,,
202510,2707,COMP 3007,101,Foundations: DS Math I,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,T,4,,"Gerics, Brendt",25,5,0,5,,,,,
202510,3387,COMP 3100,2,Human-Computer Interaction,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"M,W",4,ECS 201,"Oleson, Alannah",19,20,3,23,,,,,
202510,1352,COMP 3200,1,Discrete Structures,Lecture,06-JAN-2025 to 17-MAR-2025,12:00PM-1:50PM,"M,W",4,ECS 300,"Lopez, Mario A.",40,26,0,26,,,,,
202510,3935,COMP 3381,1,Software Engineering I,Lecture,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 201,"Rutherford, Matthew J.",30,20,0,20,,,,,
202510,5041,COMP 3410,0,World Wide Web Programming,Lecture,06-JAN-2025 to 17-MAR-2025,12:00PM-1:50PM,"M,W",4,SIE 2110,"Hannum, Andrew T.",45,45,0,45,,,,,
202510,5256,COMP 3421,1,Database Organization & Mgmt I,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Mashinchi, Navid",19,17,0,17,,,,,
202510,2710,COMP 3421,101,Database Organization & Mgmt I,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,R,4,,"Mashinchi, Navid",25,25,0,25,,,,,
202510,5158,COMP 3591,1,Computational Geometry,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 301,"Lopez, Mario A.",15,10,7,17,,,,,
202510,5164,COMP 3705,1,Topics in Computer Science,Lecture,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,ECS 401,"Haring, Kerstin S.",22,24,3,27,,,,,
202510,5226,COMP 3705,2,Topics in Computer Science,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"T,R",4,ECS 200,"Dewri, Rinku",15,9,6,15,,,,,
202510,2294,COMP 3731,1,Computer Forensics,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 410,"Nance, Kara L.",40,31,0,31,,,,,
202510,5634,COMP 3820,0,Intro to Game Programming,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,6:00PM-7:50PM,"T,R",4,ECS 301,"Dunagan, Ryan A.",30,14,0,14,,,,,
202510,2083,COMP 3832,1,Game Capstone I,Lecture,19-MAR-2025 to 19-MAR-2025,6:00PM-7:50PM,W,4,ECS 358,"Gansciu, Serban B.",10,9,0,9,,,,,
202510,3327,COMP 4100,1,Human-Computer Interaction,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"M,W",4,ECS 201,"Oleson, Alannah",10,3,20,23,,,,,
202510,3950,COMP 4334,1,Parallel & Distrib Comp for DS,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"M,W",4,ECS 401,"Kraft, Aaron R.",25,12,0,12,,,,,
202510,2980,COMP 4334,101,Parallel & Distrib Comp for DS,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,T,4,,"Daskevich, Ronald J.",25,9,0,9,,,,,
202510,3964,COMP 4432,1,Machine Learning,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,"M,W",4,ECS 200,"Sawle, Paul L.",25,22,0,22,,,,,
202510,2981,COMP 4432,101,Machine Learning,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Sawle, Paul L.",25,17,0,17,,,,,
202510,2982,COMP 4433,101,Data Visualization,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",25,7,0,7,,,,,
202510,2298,COMP 4441,1,Probability and Statistics 1,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 400,"Durso, Catherine S.",25,15,0,15,,,,,
202510,2711,COMP 4441,101,Probability and Statistics 1,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,W,4,,"Vered, Michelle N.",25,10,0,10,,,,,
202510,2983,COMP 4442,101,Probability and Statistics 2,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,W,4,,"Chan, Julian D.",25,5,0,5,,,,,
202510,2714,COMP 4447,101,Data Science Tools 1,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,M,4,,"Rasool, Rahim",25,18,0,18,,,,,
202510,3965,COMP 4448,1,Data Science Tools 2,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 300,"Rasool, Rahim",25,5,0,5,,,,,
202510,2984,COMP 4448,101,Data Science Tools 2,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,M,4,,"Parada San Martin, Daniel A.",25,6,0,6,,,,,
202510,3967,COMP 4531,101,Deep Learning,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Dalton, Donald A.",25,15,0,15,,,,,
202510,2712,COMP 4581,101,Algorithms for Data Science&AI,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Kossek, Wojciech K.",25,10,0,10,,,,,
202510,5159,COMP 4591,1,Computational Geometry,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 301,"Lopez, Mario A.",15,7,10,17,,,,,
202510,5160,COMP 4704,1,Advanced Topics-Systems,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"T,R",4,ECS 200,"Dewri, Rinku",25,6,9,15,,,,,
202510,5208,COMP 4705,2,Advanced Topics-Programming,Lecture,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,ECS 401,"Haring, Kerstin S.",22,3,24,27,,,,,
