Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202410,2865,COMP 3006,1,Python Software Development,Lecture,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,"T,R",4,ECS 410,"Parada San Martin, Daniel A.",45,44,0,44,,,,,
202410,2857,COMP 3006,101,Python Software Development,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,R,4,,"Crutchfield-Todd, Dalton J.",25,9,0,9,,,,,
202410,2858,COMP 3007,101,Foundations: DS Math I,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,T,4,,"Kossek, Wojciech K.",25,10,0,10,,,,,
202410,2860,COMP 3008,101,Foundations: DS Math II,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,W,4,ECS 200,"Gerics, Brendt",25,14,0,14,,,,,
202410,4108,COMP 3100,2,Human-Computer Interaction,Lecture,08-JAN-2024 to 18-MAR-2024,2:00PM-3:50PM,"M,W",4,ECS 201,"Haring, Kerstin S.",20,27,5,32,,,,,
202410,5777,COMP 3100,3,Human-Computer Interaction,Lecture,08-JAN-2024 to 18-MAR-2024,12:00PM-1:50PM,"M,W",4,CMK 101,"Haring, Kerstin S.",16,20,0,20,,,,,
202410,1362,COMP 3200,1,Discrete Structures,Lecture,08-JAN-2024 to 18-MAR-2024,12:00PM-1:50PM,"M,W",4,ECS 301,"Lopez, Mario A.",40,31,0,31,,,,,
202410,5460,COMP 3381,1,Software Engineering I,Lecture,08-JAN-2024 to 18-MAR-2024,4:00PM-5:50PM,"M,W",4,ECS 201,"Rutherford, Matthew J.",30,30,0,30,,,,,
202410,5480,COMP 3411,1,Web Programming II,Lecture,08-JAN-2024 to 18-MAR-2024,12:00PM-1:50PM,"M,W",4,ECS 300,"Kraft, Aaron R.",40,34,0,34,,,,,
202410,2861,COMP 3421,101,Database Organization & Mgmt I,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,R,4,,"Mashinchi, Navid",25,11,0,11,,,,,
202410,3908,COMP 3510,1,Software for AI Robotics,Lecture,08-JAN-2024 to 18-MAR-2024,2:00PM-3:50PM,"T,R",4,ECS 200,"Reardon, Christopher M.",14,10,10,20,,,,,
202410,5845,COMP 3705,1,Topics in Computer Science,Lecture,08-JAN-2024 to 18-MAR-2024,9:00AM-11:50AM,"T,R",4,SAB 220,"Hollenbach, Katherine",10,4,0,4,,,,,
202410,2374,COMP 3731,1,Computer Forensics,Lecture,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,"T,R",4,ECS 410,"Nance, Kara L.",40,40,0,40,,,,,
202410,3910,COMP 3732,1,Human-Centered Data Sec & Priv,Lecture/Lab,08-JAN-2024 to 18-MAR-2024,12:00PM-1:50PM,"T,R",4,ECS 401,"Das, Sanchari",20,19,5,24,,,,,
202410,2135,COMP 3832,1,Game Capstone I,Lecture,08-JAN-2024 to 18-MAR-2024,10:00AM-11:50AM,F,4,ECS 358,"Gansciu, Serban B.",20,9,0,9,,,,,
202410,3904,COMP 4100,1,Human-Computer Interaction,Lecture,08-JAN-2024 to 18-MAR-2024,2:00PM-3:50PM,"M,W",4,ECS 201,"Haring, Kerstin S.",10,5,27,32,,,,,
202410,5477,COMP 4334,1,Parallel & Distrib Comp for DS,Lecture,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,"M,W",4,ECS 410,"Kraft, Aaron R.",25,22,0,22,,,,,
202410,3195,COMP 4334,101,Parallel & Distrib Comp for DS,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,T,4,,"Daskevich, Ronald J.",25,17,0,17,,,,,
202410,5476,COMP 4401,1,Python for Data Science,Online/Distance,08-JAN-2024 to 02-MAR-2024,7:00PM-8:50PM,R,2,,"Connin, Sean L.",25,4,0,4,,,,,
202410,5496,COMP 4432,1,Machine Learning,Lecture/Lab,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,"M,W",4,ECS 300,"Dalton, Donald A.",25,23,0,23,,,,,
202410,3197,COMP 4432,101,Machine Learning,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,M,4,,"Sawle, Paul L.",25,25,0,25,,,,,
202410,3199,COMP 4433,101,Data Visualization,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",25,19,0,19,,,,,
202410,2378,COMP 4441,1,Probability and Statistics 1,Lecture,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,"M,W",4,BAUD 102,"Durso, Catherine S.",25,23,0,23,,,,,
202410,2862,COMP 4441,101,Probability and Statistics 1,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,W,4,,"Chan, Julian D.",25,12,0,12,,,,,
202410,3200,COMP 4442,101,Probability and Statistics 2,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,W,4,,"Christensen, Wendy N.",25,12,0,12,,,,,
202410,2866,COMP 4447,101,Data Science Tools 1,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,M,4,,"Kossek, Wojciech K.",25,20,0,20,,,,,
202410,5497,COMP 4448,1,Data Science Tools 2,Lecture,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,"T,R",4,ECS 200,"Dalton, Donald A.",25,9,0,9,,,,,
202410,3201,COMP 4448,101,Data Science Tools 2,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,M,4,,"Parada San Martin, Daniel A.",25,10,0,10,,,,,
202410,3202,COMP 4449,101,Data Science Capstone,Online/Distance,08-JAN-2024 to 18-MAR-2024,7:00PM-8:50PM,W,4,,"Nfonsang, Neba A.",25,10,0,10,,,,,
202410,3906,COMP 4510,1,Software for AI Robotics,Lecture/Lab,08-JAN-2024 to 18-MAR-2024,2:00PM-3:50PM,"T,R",4,ECS 200,"Reardon, Christopher M.",12,10,10,20,,,,,
202410,5499,COMP 4531,101,Deep Learning,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,T,4,,"Li, William Y.",26,25,0,25,,,,,
202410,2863,COMP 4581,101,Algorithms for Data Science&AI,Online/Distance,08-JAN-2024 to 18-MAR-2024,5:00PM-6:50PM,T,4,,"Kossek, Wojciech K.",25,18,0,18,,,,,
202410,3905,COMP 4732,1,Human-Centered Data Sec & Priv,Lecture/Lab,08-JAN-2024 to 18-MAR-2024,12:00PM-1:50PM,"T,R",4,ECS 401,"Das, Sanchari",15,5,19,24,,,,,
