Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202570,5177,COMP 4100,2,Human-Computer Interaction,Lecture,08-SEP-2025 to 20-NOV-2025,12:00PM-1:50PM,"M,W",4,ECS 301,"Oleson, Alannah",4,5,19,24,,,,,
202570,4734,COMP 4334,101,Parallel & Distrib Comp DSAI,Online/Distance,08-SEP-2025 to 16-NOV-2025,5:00PM-6:50PM,M,4,,"Daskevich, Ronald J.",20,6,0,6,,,,,
202570,2746,COMP 4432,101,Machine Learning,Online/Distance,08-SEP-2025 to 16-NOV-2025,5:00PM-6:50PM,T,4,,"Sawle, Paul L.",25,12,0,12,,,,,
202570,5054,COMP 4450,1,Machine Learning Operations,Online/Distance,08-SEP-2025 to 16-NOV-2025,7:00PM-8:50PM,M,4,,"Rasool, Rahim",25,8,0,8,,,,,
202570,5329,COMP 4490,1,Understanding AI,Lecture,08-SEP-2025 to 16-NOV-2025,2:00PM-3:50PM,"M,W",4,ECS 200,"Kossek, Wojciech K.",13,1,7,8,,,,,
202570,4072,COMP 4501,1,Introduction to AI,Lecture,08-SEP-2025 to 16-NOV-2025,2:00PM-3:50PM,"T,R",4,ECS 200,"Kraft, Aaron R.",4,5,26,31,,,,,
202570,3398,COMP 4531,101,Deep Learning,Online/Distance,08-SEP-2025 to 16-NOV-2025,5:00PM-6:50PM,T,4,,"Dalton, Donald A.",25,15,0,15,,,,,
202570,3399,COMP 4581,1,Algorithms for DS & AI,Lecture/Lab,08-SEP-2025 to 16-NOV-2025,5:00PM-6:50PM,"M,W",4,ECS 358,"Durso, Catherine S.",20,14,0,14,,,,,
202570,5564,COMP 4621,2,Computer Networking,Lecture,08-SEP-2025 to 16-NOV-2025,7:00PM-8:50PM,"M,W",4,BAUD 103,"Kraft, Aaron R.",24,20,15,35,,,,,
202570,5175,COMP 4703,1,Adv Topics-Artificial Intell,Lecture,08-SEP-2025 to 16-NOV-2025,2:00PM-3:50PM,"T,R",4,ECS 401,"Lopez, Mario A.",15,12,12,24,,,,,
202570,3955,COMP 4705,1,Advanced Topics-Programming,Lecture,08-SEP-2025 to 16-NOV-2025,12:00PM-1:50PM,"T,R",4,ECS 201,"Edgington, Jeffrey M.",10,3,18,21,,,,,
202570,3162,COMP 4721,1,Computer Security,Lecture,08-SEP-2025 to 16-NOV-2025,5:00PM-6:50PM,"M,W",4,ECS 200,"Anjum, Iffat",17,15,15,30,,,,,
