Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202530,3429,COMP 3705,1,Topics in Computer Science,Lecture,31-MAR-2025 to 08-JUN-2025,10:00AM-11:50AM,"T,R",4,ECS 301,"Liu, Faan Tone",30,22,6,28,,,,,
202530,2343,COMP 3722,1,Network Security,Lecture,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,"T,R",4,ECS 201,"Dewri, Rinku",15,1,18,19,,,,,
202530,3009,COMP 3723,1,Ethical Hacking,Lecture/Lab,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,"M,W",4,ECS 410,"Evans, Nathan S.",30,30,16,46,,,,,
202530,2988,COMP 3801,1,Introduction Computer Graphics,Lecture,31-MAR-2025 to 08-JUN-2025,4:00PM-5:50PM,"M,W",4,ECS 201,"Kraft, Aaron R.",32,30,0,30,,,,,
202530,4782,COMP 3821,0,Game Programming I,Lecture,31-MAR-2025 to 08-JUN-2025,6:00PM-7:50PM,"M,W",4,ECS 201,"Dunagan, Ryan A.",20,7,0,7,,,,,
202530,5539,COMP 3821,2,Game Programming I,Lecture,31-MAR-2025 to 12-JUN-2025,2:00PM-3:50PM,"T,R",4,ECS 358,"GauthierDickey, Christopher J.",15,11,0,11,,,,,
202530,2698,COMP 3822,1,Game Programming II,Lecture,31-MAR-2025 to 08-JUN-2025,6:00PM-7:50PM,"T,R",4,ECS 358,"Dunagan, Ryan A.",20,10,0,10,,,,,
202530,2137,COMP 3833,1,Game Capstone II,Lecture/Lab,31-MAR-2025 to 08-JUN-2025,6:00PM-8:50PM,W,4,ECS 358,"Gansciu, Serban B.",10,7,0,7,,,,,
202530,2990,COMP 4334,101,Parallel & Distrib Comp for DS,Online/Distance,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,M,4,,"Daskevich, Ronald J.",20,9,0,9,,,,,
202530,2564,COMP 4384,2,Secure Software Engineering,Lecture,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,"T,R",4,ECS 201,"Anjum, Iffat",20,19,8,27,,,,,
202530,2991,COMP 4432,101,Machine Learning,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,R,4,,"Sawle, Paul L.",20,12,0,12,,,,,
202530,4236,COMP 4433,1,Data Visualization,Lecture,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,"T,R",4,ECS 200,"Kossek, Wojciech K.",30,13,0,13,,,,,
202530,2992,COMP 4433,101,Data Visualization,Online/Distance,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",20,10,0,10,,,,,
202530,2744,COMP 4441,101,Probability and Statistics 1,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,M,4,,"Vered, Michelle N.",20,4,0,4,,,,,
202530,2345,COMP 4442,1,Probability and Statistics 2,Lecture,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,"T,R",4,ECS 200,"Durso, Catherine S.",30,14,0,14,,,,,
202530,2758,COMP 4442,101,Probability and Statistics 2,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,W,4,,"Chan, Julian D.",20,8,0,8,,,,,
202530,2745,COMP 4447,101,Data Science Tools 1,Online/Distance,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,M,4,,"Rasool, Rahim",20,10,0,10,,,,,
202530,2993,COMP 4448,101,Data Science Tools 2,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,M,4,,"Parada San Martin, Daniel A.",20,8,0,8,,,,,
202530,3547,COMP 4449,1,Data Science Capstone,Lecture,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,"M,W",4,ECS 400,"Sawle, Paul L.",20,9,0,9,,,,,
202530,3098,COMP 4449,101,Data Science Capstone,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,W,4,,"Rasool, Rahim",20,5,0,5,,,,,
202530,4237,COMP 4531,1,Deep Learning,Lecture,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,"M,W",4,ECS 200,"Dalton, Donald A.",30,20,0,20,,,,,
202530,4235,COMP 4531,101,Deep Learning,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,T,4,,"Dalton, Donald A.",20,19,0,19,,,,,
202530,2746,COMP 4581,101,Algorithms for Data Science&AI,Online/Distance,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,T,4,,"Kossek, Wojciech K.",20,5,0,5,,,,,
202530,4157,COMP 4703,3,Adv Topics-Artificial Intell,Lecture,31-MAR-2025 to 08-JUN-2025,10:00AM-11:50AM,"M,W",4,MRH 006,"GauthierDickey, Christopher J.",4,7,26,33,,,,,
202530,3428,COMP 4705,2,Advanced Topics-Programming,Lecture,31-MAR-2025 to 08-JUN-2025,10:00AM-11:50AM,"T,R",4,ECS 301,"Liu, Faan Tone",6,6,22,28,,,,,
202530,2195,COMP 4722,1,Network Security,Lecture,31-MAR-2025 to 08-JUN-2025,7:00PM-8:50PM,"T,R",4,ECS 201,"Dewri, Rinku",15,18,1,19,,,,,
202530,3002,COMP 4723,1,Ethical Hacking,Lecture,31-MAR-2025 to 08-JUN-2025,5:00PM-6:50PM,"M,W",4,ECS 410,"Evans, Nathan S.",14,16,30,46,,,,,
202530,2804,COMP 4799,1,Cybersecurity Capstone,Lecture/Lab,31-MAR-2025 to 08-JUN-2025,,,4,,"Evans, Nathan S.",2,0,0,0,,,,,
