term,college,subject_code,subject_label,crn,course,section,title,course_type,meeting_dates,time,days,hours,room,instructor,seats,enrolled,exam_meeting_dates,exam_time,exam_days,exam_room,description
202510,ALL,COMP,Computer Science,2706,COMP 3006,101,Python Software Development,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Crutchfield-Todd, Dalton J.",25,14,,,,,
202510,ALL,COMP,Computer Science,2707,COMP 3007,101,Foundations: DS Math I,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,T,4,,"Gerics, Brendt",25,5,,,,,
202510,ALL,COMP,Computer Science,3387,COMP 3100,2,Human-Computer Interaction,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"M,W",4,ECS 201,"Oleson, Alannah",19,20,19-MAR-2025 to 19-MAR-2025,2:00PM-3:50PM,W,ECS 201,
202510,ALL,COMP,Computer Science,1352,COMP 3200,1,Discrete Structures,Lecture,06-JAN-2025 to 17-MAR-2025,12:00PM-1:50PM,"M,W",4,ECS 300,"Lopez, Mario A.",40,26,19-MAR-2025 to 19-MAR-2025,12:00PM-1:50PM,W,ECS 300,
202510,ALL,COMP,Computer Science,3935,COMP 3381,1,Software Engineering I,Lecture,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 201,"Rutherford, Matthew J.",30,20,19-MAR-2025 to 19-MAR-2025,4:00PM-5:50PM,W,ECS 201,
202510,ALL,COMP,Computer Science,5041,COMP 3410,0,World Wide Web Programming,Lecture,06-JAN-2025 to 17-MAR-2025,12:00PM-1:50PM,"M,W",4,SIE 2110,"Hannum, Andrew T.",45,45,19-MAR-2025 to 19-MAR-2025,12:00PM-1:50PM,W,SIE 2110,
202510,ALL,COMP,Computer Science,5256,COMP 3421,1,Database Organization & Mgmt I,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Mashinchi, Navid",19,17,18-MAR-2025 to 18-MAR-2025,5:00PM-6:50PM,T,,
202510,ALL,COMP,Computer Science,2710,COMP 3421,101,Database Organization & Mgmt I,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,R,4,,"Mashinchi, Navid",25,25,,,,,
202510,ALL,COMP,Computer Science,5158,COMP 3591,1,Computational Geometry,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 301,"Lopez, Mario A.",15,10,19-MAR-2025 to 19-MAR-2025,4:00PM-5:50PM,W,,
202510,ALL,COMP,Computer Science,5155,COMP 3704,0,Advanced Topics: Systems,,,,,4,,,30,0,,,,,
202510,ALL,COMP,Computer Science,5164,COMP 3705,1,Topics in Computer Science,Lecture,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,ECS 401,"Haring, Kerstin S.",22,24,18-MAR-2025 to 18-MAR-2025,10:00AM-11:50AM,T,ECS 401,
202510,ALL,COMP,Computer Science,5226,COMP 3705,2,Topics in Computer Science,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"T,R",4,ECS 200,"Dewri, Rinku",15,9,18-MAR-2025 to 18-MAR-2025,2:00PM-3:50PM,T,ECS 200,
202510,ALL,COMP,Computer Science,2294,COMP 3731,1,Computer Forensics,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 410,"Nance, Kara L.",40,31,,,,,
202510,ALL,COMP,Computer Science,5634,COMP 3820,0,Intro to Game Programming,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,6:00PM-7:50PM,"T,R",4,ECS 301,"Dunagan, Ryan A.",30,14,18-MAR-2025 to 18-MAR-2025,6:00PM-7:50PM,T,ECS 301,
202510,ALL,COMP,Computer Science,2083,COMP 3832,1,Game Capstone I,Lecture,19-MAR-2025 to 19-MAR-2025,6:00PM-7:50PM,W,4,ECS 358,"Gansciu, Serban B.",10,9,06-JAN-2025 to 17-MAR-2025,6:00PM-8:50PM,W,ECS 358,
202510,ALL,COMP,Computer Science,1778,COMP 3904,0,Internship/Co-Op in Computing,,,,,0,,,0,0,,,,,
202510,ALL,COMP,Computer Science,2592,COMP 3904,0,Internship/Co-Op in Computing,,,,,0,,,0,0,,,,,
202510,ALL,COMP,Computer Science,3360,COMP 3904,1,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"Dewri, Rinku",15,0,,,,,
202510,ALL,COMP,Computer Science,2248,COMP 3904,6,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,,1,0,,,,,
202510,ALL,COMP,Computer Science,2249,COMP 3904,7,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,4,,"Edgington, Jeffrey M.",1,0,,,,,
202510,ALL,COMP,Computer Science,2259,COMP 3904,11,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,4,,,1,0,,,,,
202510,ALL,COMP,Computer Science,2414,COMP 3904,12,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,6:00PM-10:00PM,F,0,,"Durso, Catherine S.",1,0,,,,,
202510,ALL,COMP,Computer Science,2426,COMP 3904,14,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"GauthierDickey, Christopher J.",10,0,,,,,
202510,ALL,COMP,Computer Science,2430,COMP 3904,18,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,8:00AM-9:50AM,"T,R",4,,"Leutenegger, Scott T.",1,0,,,,,
202510,ALL,COMP,Computer Science,2591,COMP 3904,20,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,,15,0,,,,,
202510,ALL,COMP,Computer Science,2593,COMP 3904,22,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"Evans, Nathan S.",15,0,,,,,
202510,ALL,COMP,Computer Science,2754,COMP 3904,23,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"Albow, Mohammed M.",15,0,,,,,
202510,ALL,COMP,Computer Science,2762,COMP 3904,24,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"Lopez, Mario A.",15,0,,,,,
202510,ALL,COMP,Computer Science,2784,COMP 3904,26,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,06-JAN-2025 to 17-MAR-2025,,,0,,"Evans, Nathan S.",15,0,,,,,
202510,ALL,COMP,Computer Science,1392,COMP 3991,0,Independent Study,,,,,1,,,1,0,,,,,
202510,ALL,COMP,Computer Science,5474,COMP 3991,2,IS: Online Sexual Health Ed.,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Hannum, Andrew T.",1,1,,,,,
202510,ALL,COMP,Computer Science,1940,COMP 3995,0,Independent Research,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,3327,COMP 4100,1,Human-Computer Interaction,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"M,W",4,ECS 201,"Oleson, Alannah",10,3,19-MAR-2025 to 19-MAR-2025,2:00PM-3:50PM,W,ECS 201,
202510,ALL,COMP,Computer Science,3950,COMP 4334,1,Parallel & Distrib Comp for DS,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"M,W",4,ECS 401,"Kraft, Aaron R.",25,12,,,,,
202510,ALL,COMP,Computer Science,2980,COMP 4334,101,Parallel & Distrib Comp for DS,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,T,4,,"Daskevich, Ronald J.",25,9,,,,,
202510,ALL,COMP,Computer Science,3964,COMP 4432,1,Machine Learning,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,"M,W",4,ECS 200,"Sawle, Paul L.",25,22,,,,,
202510,ALL,COMP,Computer Science,2981,COMP 4432,101,Machine Learning,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Sawle, Paul L.",25,17,,,,,
202510,ALL,COMP,Computer Science,2982,COMP 4433,101,Data Visualization,Online/Distance,06-JAN-2025 to 17-MAR-2025,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",25,7,,,,,
202510,ALL,COMP,Computer Science,2298,COMP 4441,1,Probability and Statistics 1,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 400,"Durso, Catherine S.",25,15,18-MAR-2025 to 18-MAR-2025,5:00PM-6:50PM,T,ECS 400,
202510,ALL,COMP,Computer Science,2711,COMP 4441,101,Probability and Statistics 1,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,W,4,,"Vered, Michelle N.",25,10,,,,,
202510,ALL,COMP,Computer Science,2983,COMP 4442,101,Probability and Statistics 2,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,W,4,,"Chan, Julian D.",25,5,,,,,
202510,ALL,COMP,Computer Science,2714,COMP 4447,101,Data Science Tools 1,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,M,4,,"Rasool, Rahim",25,18,,,,,
202510,ALL,COMP,Computer Science,3965,COMP 4448,1,Data Science Tools 2,Lecture,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,"T,R",4,ECS 300,"Rasool, Rahim",25,5,,,,,
202510,ALL,COMP,Computer Science,2984,COMP 4448,101,Data Science Tools 2,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,M,4,,"Parada San Martin, Daniel A.",25,6,,,,,
202510,ALL,COMP,Computer Science,3967,COMP 4531,101,Deep Learning,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Dalton, Donald A.",25,15,,,,,
202510,ALL,COMP,Computer Science,2712,COMP 4581,101,Algorithms for Data Science&AI,Online/Distance,06-JAN-2025 to 17-MAR-2025,5:00PM-6:50PM,T,4,,"Kossek, Wojciech K.",25,10,,,,,
202510,ALL,COMP,Computer Science,5159,COMP 4591,1,Computational Geometry,Lecture/Lab,06-JAN-2025 to 17-MAR-2025,4:00PM-5:50PM,"M,W",4,ECS 301,"Lopez, Mario A.",15,7,19-MAR-2025 to 19-MAR-2025,4:00PM-5:50PM,W,,
202510,ALL,COMP,Computer Science,5160,COMP 4704,1,Advanced Topics-Systems,Lecture,06-JAN-2025 to 17-MAR-2025,2:00PM-3:50PM,"T,R",4,ECS 200,"Dewri, Rinku",25,6,18-MAR-2025 to 18-MAR-2025,2:00PM-3:50PM,T,ECS 200,
202510,ALL,COMP,Computer Science,5208,COMP 4705,2,Advanced Topics-Programming,Lecture,06-JAN-2025 to 17-MAR-2025,10:00AM-11:50AM,"T,R",4,ECS 401,"Haring, Kerstin S.",22,3,18-MAR-2025 to 18-MAR-2025,10:00AM-11:50AM,T,ECS 401,
202510,ALL,COMP,Computer Science,3436,COMP 4799,0,Cybersecurity Capstone,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,2763,COMP 4991,0,Independent Study,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,1526,COMP 4991,0,Independent Study,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,2774,COMP 4995,0,Independent Research,,,,,4,,,1,0,,,,,
202510,ALL,COMP,Computer Science,1860,COMP 4995,0,Independent Research,Independent Study/Research,06-JAN-2025 to 17-MAR-2025,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,2151,COMP 4995,0,Independent Research,,,,,4,,,1,0,,,,,
202510,ALL,COMP,Computer Science,5326,COMP 4995,2,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Hutt, Stephen J.",15,5,,,,,
202510,ALL,COMP,Computer Science,5493,COMP 4995,3,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Haring, Kerstin S.",15,3,,,,,
202510,ALL,COMP,Computer Science,5696,COMP 4995,4,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Lopez, Mario A.",15,4,,,,,
202510,ALL,COMP,Computer Science,5740,COMP 4995,5,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Mahoor, Mohammad H.",15,1,,,,,
202510,ALL,COMP,Computer Science,1394,COMP 5991,0,Independent Study,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,1415,COMP 5995,0,Independent Research,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,2571,COMP 5995,0,Independent Research,,,,,1,,,0,0,,,,,
202510,ALL,COMP,Computer Science,5722,COMP 5995,1,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Lopez, Mario A.",15,2,,,,,
202510,ALL,COMP,Computer Science,5729,COMP 5995,2,Independent Research,Independent Study/Research,06-JAN-2025 to 21-MAR-2025,,,1,,"Rutherford, Matthew J.",15,1,,,,,
