term,college,subject_code,subject_label,crn,course,section,title,course_type,meeting_dates,time,days,hours,room,instructor,seats,enrolled,exam_meeting_dates,exam_time,exam_days,exam_room,description
202485,ALL,COMP,Computer Science,1073,COMP 3904,0,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,22-NOV-2024 to 21-DEC-2024,,,0,,"GauthierDickey, Christopher J.",0,1,,,,,
202485,ALL,COMP,Computer Science,1047,COMP 3904,0,Internship/Co-Op in Computing,Internship/Externship/Coop Ed.,22-NOV-2024 to 21-DEC-2024,,,0,,"Stevens, Alexander L.",1,1,,,,,
